No,Financial Year Name,Season Name,District Name ,Taluk Name ,Raitha Samparka Kendra Name,Seed Name ,Seed Variety Name,Seed Class Name,GENERAL QUANTITY in Quintal,SCP QUANTITY in Quintal,TSP QUANTITY in Quintal
1108,2021-2022,Kharif,BELAGAVI,SAVADATTI,SAVADATTI,HY MAIZE,KAVERI 25K55,Truthfully Labelled,41.88,2.84,5.96
1109,2021-2022,Kharif,BELAGAVI,SAVADATTI,SAVADATTI,HY MAIZE,KMH-244,Truthfully Labelled,3.92,0,0.08
1110,2021-2022,Kharif,BELAGAVI,SAVADATTI,SAVADATTI,HY MAIZE,KMH-517 SHIMSHA,Truthfully Labelled,1.52,0.08,0
1111,2021-2022,Kharif,BELAGAVI,SAVADATTI,SAVADATTI,HY MAIZE,MRM 4050 4750,Truthfully Labelled,2.92,0,0
1112,2021-2022,Kharif,BELAGAVI,SAVADATTI,SAVADATTI,HY MAIZE,NK-6240,Truthfully Labelled,18.48,0.6,0
1113,2021-2022,Kharif,BELAGAVI,SAVADATTI,SAVADATTI,HY MAIZE,RAJKUMARBIO-716,Truthfully Labelled,1.16,0,0
1114,2021-2022,Kharif,BELAGAVI,SAVADATTI,SAVADATTI,HY SUNFLOWER,KSFH-7032 SANKRANTHI,Truthfully Labelled,0.6,0.04,0.02
1115,2021-2022,Kharif,BELAGAVI,SAVADATTI,SAVADATTI,HY SUNFLOWER,KSFH-7049CHAMP,Truthfully Labelled,24.9,0.04,0.06
1116,2021-2022,Kharif,BELAGAVI,SAVADATTI,YARAGATTI,GREENGRAM,BGS-9,Certified Seeds,18.05,0.6,1.75
1117,2021-2022,Kharif,BELAGAVI,SAVADATTI,YARAGATTI,GREENGRAM,BGS-9,Truthfully Labelled,6.6,1.6,1.8
1118,2021-2022,Kharif,BELAGAVI,SAVADATTI,YARAGATTI,HY BAJRA,GK-1044,Truthfully Labelled,3.42,0.39,0.69
1119,2021-2022,Kharif,BELAGAVI,SAVADATTI,YARAGATTI,HY BAJRA,KAVERI SUPER BOSS,Truthfully Labelled,2.2,0.18,0.43
1120,2021-2022,Kharif,BELAGAVI,SAVADATTI,YARAGATTI,HY MAIZE,3033 747,Truthfully Labelled,6.24,0,0.16
1121,2021-2022,Kharif,BELAGAVI,SAVADATTI,YARAGATTI,HY MAIZE,30B07,Truthfully Labelled,1.68,0,0
1122,2021-2022,Kharif,BELAGAVI,SAVADATTI,YARAGATTI,HY MAIZE,900M GOLD,Truthfully Labelled,2,0,0.92
1123,2021-2022,Kharif,BELAGAVI,SAVADATTI,YARAGATTI,HY MAIZE,ALLROUNDER,Truthfully Labelled,16.52,1.32,1.76
1124,2021-2022,Kharif,BELAGAVI,SAVADATTI,YARAGATTI,HY MAIZE,CP-201,Truthfully Labelled,15.31,0.76,1.92
1125,2021-2022,Kharif,BELAGAVI,SAVADATTI,YARAGATTI,HY MAIZE,CP-818,Truthfully Labelled,112.96,5.32,9.72
1126,2021-2022,Kharif,BELAGAVI,SAVADATTI,YARAGATTI,HY MAIZE,CP-848,Truthfully Labelled,9.88,0.8,1.32
1127,2021-2022,Kharif,BELAGAVI,SAVADATTI,YARAGATTI,HY MAIZE,DKC-9149IM8581,Truthfully Labelled,2.8,0,0
1128,2021-2022,Kharif,BELAGAVI,SAVADATTI,YARAGATTI,HY MAIZE,GK-3015,Truthfully Labelled,16.57,0.48,0.92
1129,2021-2022,Kharif,BELAGAVI,SAVADATTI,YARAGATTI,HY MAIZE,GK-3045,Truthfully Labelled,36.83,0.92,6.24
1130,2021-2022,Kharif,BELAGAVI,SAVADATTI,YARAGATTI,HY MAIZE,GK-3059,Truthfully Labelled,59.24,1.36,6.24
1131,2021-2022,Kharif,BELAGAVI,SAVADATTI,YARAGATTI,HY MAIZE,GK-3164,Truthfully Labelled,9.26,0.76,0.48
1132,2021-2022,Kharif,BELAGAVI,SAVADATTI,YARAGATTI,HY MAIZE,HTMH-5402,Truthfully Labelled,6.08,0.64,1.28
1133,2021-2022,Kharif,BELAGAVI,SAVADATTI,YARAGATTI,HY MAIZE,JKMH-1001,Truthfully Labelled,3.88,0,1.12
1134,2021-2022,Kharif,BELAGAVI,SAVADATTI,YARAGATTI,HY MAIZE,KAVERI 25K55,Truthfully Labelled,33.64,1.6,1.56
1135,2021-2022,Kharif,BELAGAVI,SAVADATTI,YARAGATTI,HY MAIZE,KMH-244,Truthfully Labelled,13.76,0,0.64
1136,2021-2022,Kharif,BELAGAVI,SAVADATTI,YARAGATTI,HY MAIZE,KMH-517 SHIMSHA,Truthfully Labelled,18.52,1.36,2.52
1137,2021-2022,Kharif,BELAGAVI,SAVADATTI,YARAGATTI,HY MAIZE,KUBER-722,Truthfully Labelled,1.44,0.16,0.4
1138,2021-2022,Kharif,BELAGAVI,SAVADATTI,YARAGATTI,HY MAIZE,LAXMI-9495,Truthfully Labelled,3.32,0.72,0.96
1139,2021-2022,Kharif,BELAGAVI,SAVADATTI,YARAGATTI,HY MAIZE,LAXMI-999,Truthfully Labelled,4.2,0.2,0.4
1140,2021-2022,Kharif,BELAGAVI,SAVADATTI,YARAGATTI,HY MAIZE,NK-6240,Truthfully Labelled,1.84,0,0.16
1141,2021-2022,Kharif,BELAGAVI,SAVADATTI,YARAGATTI,HY MAIZE,P3436,Truthfully Labelled,6.88,0.84,0.68
1142,2021-2022,Kharif,BELAGAVI,SAVADATTI,YARAGATTI,HY MAIZE,RAJKUMARBIO-716,Truthfully Labelled,4.52,0,0.32
1143,2021-2022,Kharif,BELAGAVI,SAVADATTI,YARAGATTI,HY MAIZE,SRIKAR-189,Truthfully Labelled,10.96,0.76,1.08
1144,2021-2022,Kharif,BELAGAVI,SAVADATTI,YARAGATTI,HY MAIZE,SRIKAR-3033,Truthfully Labelled,28.28,0.56,1.56
1145,2021-2022,Kharif,BELAGAVI,SAVADATTI,YARAGATTI,HY MAIZE,SRIKAR-495,Truthfully Labelled,19.44,0.44,1.24
1146,2021-2022,Kharif,BELAGAVI,SAVADATTI,YARAGATTI,HY MAIZE,STAR-X6,Truthfully Labelled,1.72,0,0.28
1147,2021-2022,Kharif,BELAGAVI,SAVADATTI,YARAGATTI,HY MAIZE,TARA,Truthfully Labelled,4.56,0.24,0.2
1148,2021-2022,Kharif,BELAGAVI,SAVADATTI,YARAGATTI,HY SUNFLOWER,GK-2002,Truthfully Labelled,2.2,0,0
1149,2021-2022,Kharif,BELAGAVI,SAVADATTI,YARAGATTI,HY SUNFLOWER,KSFH-7032 SANKRANTHI,Truthfully Labelled,3.14,0.18,0.58
1150,2021-2022,Kharif,BELLARY,BELLARY,BALLARI,GREENGRAM,BGS-9,Certified Seeds,0.9,0,0
1151,2021-2022,Kharif,BELLARY,BELLARY,BALLARI,HY SUNFLOWER,GK-2002,Truthfully Labelled,0.36,0.2,0.2
1152,2021-2022,Kharif,BELLARY,BELLARY,BALLARI,HY SUNFLOWER,KSFH-7032 SANKRANTHI,Truthfully Labelled,2.24,1.32,0.34
1153,2021-2022,Kharif,BELLARY,BELLARY,BALLARI,HY SUNFLOWER,KSFH-7049CHAMP,Truthfully Labelled,0.2,0.6,0.1
1154,2021-2022,Kharif,BELLARY,BELLARY,BALLARI,NAVANE,DHFT-109-03,Certified Seeds,2.2,2.48,0.12
1155,2021-2022,Kharif,BELLARY,BELLARY,BALLARI,PADDY,BPT-5204,Certified Seeds,21.5,15.5,8
1156,2021-2022,Kharif,BELLARY,BELLARY,BALLARI,PADDY,RNR-15048,Certified Seeds,99.25,36.25,39.5
1157,2021-2022,Kharif,BELLARY,BELLARY,BALLARI,REDGRAM,GRG-811,Certified Seeds,0.95,0,0
1158,2021-2022,Kharif,BELLARY,BELLARY,BALLARI,REDGRAM,TS-3R,Certified Seeds,6.25,5.8,1.5
1159,2021-2022,Kharif,BELLARY,BELLARY,KOLURU,PADDY,BPT-5204,Certified Seeds,41.75,0.25,24.5
1160,2021-2022,Kharif,BELLARY,BELLARY,KOLURU,PADDY,RNR-15048,Certified Seeds,163.75,16.25,132
1161,2021-2022,Kharif,BELLARY,BELLARY,KOLURU,REDGRAM,TS-3R,Certified Seeds,6.65,0.5,1.85
1162,2021-2022,Kharif,BELLARY,BELLARY,MOKA,GROUNDNUT PODS,K-6,Certified Seeds,1.2,16.8,80.91
1163,2021-2022,Kharif,BELLARY,BELLARY,MOKA,PADDY,BPT-5204,Certified Seeds,72.75,28,130.16
1164,2021-2022,Kharif,BELLARY,BELLARY,MOKA,PADDY,IR-64,Certified Seeds,3.5,0.75,0.25
1165,2021-2022,Kharif,BELLARY,BELLARY,MOKA,PADDY,RNR-15048,Certified Seeds,145.38,65.25,279.88
1166,2021-2022,Kharif,BELLARY,BELLARY,MOKA,REDGRAM,TS-3R,Certified Seeds,5.95,0.9,1.5
1167,2021-2022,Kharif,BELLARY,BELLARY,MOKA,REDGRAM,TS-3R,Truthfully Labelled,6.95,0.85,2.2
1168,2021-2022,Kharif,BELLARY,BELLARY,RUPANAGUDI,GROUNDNUT PODS,K-6,Certified Seeds,31.2,10.8,18
1169,2021-2022,Kharif,BELLARY,BELLARY,RUPANAGUDI,PADDY,BPT-5204,Certified Seeds,75.38,23,83.11
1170,2021-2022,Kharif,BELLARY,BELLARY,RUPANAGUDI,PADDY,RNR-15048,Certified Seeds,203.38,52.5,96.88
1171,2021-2022,Kharif,BELLARY,BELLARY,RUPANAGUDI,REDGRAM,TS-3R,Certified Seeds,1.7,0.28,1.03
1172,2021-2022,Kharif,BELLARY,HADAGLI,HADAGALI,GREENGRAM,BGS-9,Certified Seeds,0.1,0,0
1173,2021-2022,Kharif,BELLARY,HADAGLI,HADAGALI,HY BAJRA,MP-7872,Truthfully Labelled,15.68,7.45,2.53
1174,2021-2022,Kharif,BELLARY,HADAGLI,HADAGALI,HY BAJRA,S-333,Truthfully Labelled,0.45,1.34,0.12
1175,2021-2022,Kharif,BELLARY,HADAGLI,HADAGALI,HY JOWAR,Certified SeedsH-14,Certified Seeds,17.12,6.55,1.89
1176,2021-2022,Kharif,BELLARY,HADAGLI,HADAGALI,HY JOWAR,JKSH-22,Truthfully Labelled,4.67,1.68,0.09
1177,2021-2022,Kharif,BELLARY,HADAGLI,HADAGALI,HY MAIZE,3033 747,Truthfully Labelled,6.76,1.92,1.76
1178,2021-2022,Kharif,BELLARY,HADAGLI,HADAGALI,HY MAIZE,3591,Truthfully Labelled,14.68,10.48,0.84
1179,2021-2022,Kharif,BELLARY,HADAGLI,HADAGALI,HY MAIZE,APSA-91,Truthfully Labelled,6.04,14.84,2.52
1180,2021-2022,Kharif,BELLARY,HADAGLI,HADAGALI,HY MAIZE,BIO-151,Truthfully Labelled,0.68,17.96,0.76
1181,2021-2022,Kharif,BELLARY,HADAGLI,HADAGALI,HY MAIZE,BYRAVA SUPER,Truthfully Labelled,0,3.72,0.28
1182,2021-2022,Kharif,BELLARY,HADAGLI,HADAGALI,HY MAIZE,CP-201,Truthfully Labelled,2,2.04,0.72
1183,2021-2022,Kharif,BELLARY,HADAGLI,HADAGALI,HY MAIZE,CP-818,Truthfully Labelled,25.68,20.77,6.36
1184,2021-2022,Kharif,BELLARY,HADAGLI,HADAGALI,HY MAIZE,CP-848,Truthfully Labelled,6.72,20.92,5.84
1185,2021-2022,Kharif,BELLARY,HADAGLI,HADAGALI,HY MAIZE,CYRUS,Truthfully Labelled,0.56,5.24,0.16
1186,2021-2022,Kharif,BELLARY,HADAGLI,HADAGALI,HY MAIZE,GK-3018,Truthfully Labelled,3.36,14.48,1.4
1187,2021-2022,Kharif,BELLARY,HADAGLI,HADAGALI,HY MAIZE,GK-3045,Truthfully Labelled,4.88,46.18,6
1188,2021-2022,Kharif,BELLARY,HADAGLI,HADAGALI,HY MAIZE,HTMH-5402,Truthfully Labelled,18.24,16.84,0.36
1189,2021-2022,Kharif,BELLARY,HADAGLI,HADAGALI,HY MAIZE,JKMH-1001,Truthfully Labelled,0.76,1.36,0.16
1190,2021-2022,Kharif,BELLARY,HADAGLI,HADAGALI,HY MAIZE,JKMH-502,Truthfully Labelled,0,1.48,0
1191,2021-2022,Kharif,BELLARY,HADAGLI,HADAGALI,HY MAIZE,KAVERI 25K55,Truthfully Labelled,1.24,7.2,0.68
1192,2021-2022,Kharif,BELLARY,HADAGLI,HADAGALI,HY MAIZE,KMH-244,Truthfully Labelled,9.32,5.68,1.4
1193,2021-2022,Kharif,BELLARY,HADAGLI,HADAGALI,HY MAIZE,KMH-517 SHIMSHA,Truthfully Labelled,1.76,9.56,1.36
1194,2021-2022,Kharif,BELLARY,HADAGLI,HADAGALI,HY MAIZE,MAH-14-5,Truthfully Labelled,3.08,2.28,0.6
1195,2021-2022,Kharif,BELLARY,HADAGLI,HADAGALI,HY MAIZE,MM- 1107,Truthfully Labelled,15.92,22.32,15.16
1196,2021-2022,Kharif,BELLARY,HADAGLI,HADAGALI,HY MAIZE,MRM 4050 4750,Truthfully Labelled,0.28,0.4,0
1197,2021-2022,Kharif,BELLARY,HADAGLI,HADAGALI,HY MAIZE,NK-30,Truthfully Labelled,5.64,13.08,1.48
1198,2021-2022,Kharif,BELLARY,HADAGLI,HADAGALI,HY MAIZE,NK-6240,Truthfully Labelled,37.7,60.16,17.44
1199,2021-2022,Kharif,BELLARY,HADAGLI,HADAGALI,HY MAIZE,NMH-007 BOND,Truthfully Labelled,21.22,0.9,0
1200,2021-2022,Kharif,BELLARY,HADAGLI,HADAGALI,HY MAIZE,P3436,Truthfully Labelled,18.48,7.44,3.6
1201,2021-2022,Kharif,BELLARY,HADAGLI,HADAGALI,HY MAIZE,PAC740,Truthfully Labelled,3.52,13.08,3.12
1202,2021-2022,Kharif,BELLARY,HADAGLI,HADAGALI,HY MAIZE,PAC751,Truthfully Labelled,0,5.4,0
1203,2021-2022,Kharif,BELLARY,HADAGLI,HADAGALI,HY MAIZE,PENNA-909,Truthfully Labelled,0.24,1.84,0.16
1204,2021-2022,Kharif,BELLARY,HADAGLI,HADAGALI,HY MAIZE,PMH-495,Truthfully Labelled,7.88,38.88,0
1205,2021-2022,Kharif,BELLARY,HADAGLI,HADAGALI,HY MAIZE,RAJKUMARBIO-716,Truthfully Labelled,1.04,7.32,0.32
1206,2021-2022,Kharif,BELLARY,HADAGLI,HADAGALI,HY MAIZE,SM-2,Truthfully Labelled,12.04,10.16,2.84
1207,2021-2022,Kharif,BELLARY,HADAGLI,HADAGALI,HY MAIZE,SM-505,Truthfully Labelled,1.16,18.48,0.28
1208,2021-2022,Kharif,BELLARY,HADAGLI,HADAGALI,HY MAIZE,TARA,Truthfully Labelled,5.24,1.6,1.95
1209,2021-2022,Kharif,BELLARY,HADAGLI,HADAGALI,HY SUNFLOWER,KBSH-44,Certified Seeds,1.31,0,0
1210,2021-2022,Kharif,BELLARY,HADAGLI,HADAGALI,PADDY,RNR-15048,Certified Seeds,30.6,61.63,3
1211,2021-2022,Kharif,BELLARY,HADAGLI,HADAGALI,RAGI,GPU-28,Certified Seeds,1.5,0,0
1212,2021-2022,Kharif,BELLARY,HADAGLI,HADAGALI,REDGRAM,TS-3R,Certified Seeds,42.61,61.44,23.96
1213,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,GREENGRAM,BGS-9,Certified Seeds,0.25,0.15,0.1
1214,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,HY BAJRA,CHANDRA,Truthfully Labelled,0.62,0,0.08
1215,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,HY BAJRA,JKBH-676,Truthfully Labelled,0.09,0,0
1216,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,HY BAJRA,S-333,Truthfully Labelled,0.06,0,0
1217,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,HY JOWAR,Certified SeedsH-14,Certified Seeds,14.91,0.06,3.08
1218,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,HY JOWAR,JKSH-22,Truthfully Labelled,0,0,0.12
1219,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,HY MAIZE,3591,Truthfully Labelled,3.72,1.4,1
1220,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,HY MAIZE,ALLROUNDER,Truthfully Labelled,6.36,3.52,2.52
1221,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,HY MAIZE,APSA-91,Truthfully Labelled,3.72,0.4,0.24
1222,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,HY MAIZE,BIO-151,Truthfully Labelled,0.84,0.2,0.12
1223,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,HY MAIZE,BYRAVA SUPER,Truthfully Labelled,4.24,1.24,0.72
1224,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,HY MAIZE,CP-201,Truthfully Labelled,4,0.92,0.6
1225,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,HY MAIZE,CP-818,Truthfully Labelled,15.2,10.52,5.24
1226,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,HY MAIZE,CP-848,Truthfully Labelled,16.76,9.52,2.52
1227,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,HY MAIZE,CYRUS,Truthfully Labelled,1.76,0.76,0.16
1228,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,HY MAIZE,GK-3018,Truthfully Labelled,2.92,2.48,1.08
1229,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,HY MAIZE,GK-3045,Truthfully Labelled,5,2.88,1.96
1230,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,HY MAIZE,GK-3059,Truthfully Labelled,0.32,0.4,0.16
1231,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,HY MAIZE,HTMH-5402,Truthfully Labelled,14.92,7.16,3.68
1232,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,HY MAIZE,JKMH-1001,Truthfully Labelled,2.56,0.88,0.52
1233,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,HY MAIZE,JKMH-502,Truthfully Labelled,1.64,0.56,0.2
1234,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,HY MAIZE,KAVERI MINCHU,Truthfully Labelled,2.12,3.48,1.48
1235,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,HY MAIZE,KAVERI 25K55,Truthfully Labelled,2,0.76,0.64
1236,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,HY MAIZE,KMH-244,Truthfully Labelled,1.52,1.56,0.32
1237,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,HY MAIZE,KMH-517 SHIMSHA,Truthfully Labelled,1.2,1.84,0.6
1238,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,HY MAIZE,KUBER-722,Truthfully Labelled,3.12,0.84,0.44
1239,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,HY MAIZE,MAH-14-5,Truthfully Labelled,4.64,1.4,0.84
1240,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,HY MAIZE,MM- 1107,Truthfully Labelled,33.16,14.08,7.8
1241,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,HY MAIZE,MRM 4050 4750,Truthfully Labelled,0.68,0.32,0.2
1242,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,HY MAIZE,NK-30,Truthfully Labelled,46.64,22.36,11.88
1243,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,HY MAIZE,NK-6240,Truthfully Labelled,76.06,38.16,21.32
1244,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,HY MAIZE,NMH-007 BOND,Truthfully Labelled,43.32,23.48,8.8
1245,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,HY MAIZE,NMH-36 SAHITI,Truthfully Labelled,1.44,0.76,0.4
1246,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,HY MAIZE,NMH-777 SUNNY,Truthfully Labelled,10.12,6.84,2.88
1247,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,HY MAIZE,P3436,Truthfully Labelled,8.64,2.32,7.8
1248,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,HY MAIZE,PAC740,Truthfully Labelled,16,5.36,3.84
1249,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,HY MAIZE,PAC751,Truthfully Labelled,1.48,0.52,0.4
1250,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,HY MAIZE,PENNA-909,Truthfully Labelled,0,0.72,0.44
1251,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,HY MAIZE,PMH-495,Truthfully Labelled,2.08,1.24,1.08
1252,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,HY MAIZE,PSC-105,Truthfully Labelled,0.28,0.08,0.2
1253,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,HY MAIZE,PSC-209,Truthfully Labelled,0.56,0.24,0
1254,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,HY MAIZE,SM-2,Truthfully Labelled,5.4,1.76,1.2
1255,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,HY MAIZE,SM-505,Truthfully Labelled,3.16,1,1.16
1256,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,HY MAIZE,STAR-X6,Truthfully Labelled,3.4,0.96,0.52
1257,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,HY MAIZE,TARA,Truthfully Labelled,6.64,1.44,0.88
1258,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,PADDY,RNR-15048,Certified Seeds,140,63.38,38.5
1259,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,RAGI,GPU-28,Certified Seeds,3.08,0.4,1.8
1260,2021-2022,Kharif,BELLARY,HADAGLI,HIREHADAGALI,REDGRAM,TS-3R,Certified Seeds,88.09,18.73,23.31
1261,2021-2022,Kharif,BELLARY,HADAGLI,ITTIGI,GREENGRAM,BGS-9,Certified Seeds,0.5,0,0
1262,2021-2022,Kharif,BELLARY,HADAGLI,ITTIGI,GROUNDNUT PODS,TMV-2 Truthfully Labelled POD,Truthfully Labelled,0,3.9,0.9
1263,2021-2022,Kharif,BELLARY,HADAGLI,ITTIGI,HY BAJRA,BOSS 65,Truthfully Labelled,0.23,0.3,0.26
1264,2021-2022,Kharif,BELLARY,HADAGLI,ITTIGI,HY BAJRA,CHANDRA,Truthfully Labelled,0.15,0.05,0
1265,2021-2022,Kharif,BELLARY,HADAGLI,ITTIGI,HY BAJRA,HP-50,Truthfully Labelled,2.12,0.79,0.33
1266,2021-2022,Kharif,BELLARY,HADAGLI,ITTIGI,HY BAJRA,JKBH-26,Truthfully Labelled,0.44,0.06,0.02
1267,2021-2022,Kharif,BELLARY,HADAGLI,ITTIGI,HY BAJRA,MP-7872,Truthfully Labelled,0.66,1.17,0.33
1268,2021-2022,Kharif,BELLARY,HADAGLI,ITTIGI,HY BAJRA,S-333,Truthfully Labelled,0.3,0.39,0.05
1269,2021-2022,Kharif,BELLARY,HADAGLI,ITTIGI,HY JOWAR,Certified SeedsH-14,Certified Seeds,1.68,1.35,0
1270,2021-2022,Kharif,BELLARY,HADAGLI,ITTIGI,HY JOWAR,JKSH-22,Truthfully Labelled,3.23,1.95,0.24
1271,2021-2022,Kharif,BELLARY,HADAGLI,ITTIGI,HY MAIZE,3033 747,Truthfully Labelled,3,0.96,0.08
1272,2021-2022,Kharif,BELLARY,HADAGLI,ITTIGI,HY MAIZE,3591,Truthfully Labelled,3.68,14.1,2.68
1273,2021-2022,Kharif,BELLARY,HADAGLI,ITTIGI,HY MAIZE,ALLROUNDER,Truthfully Labelled,14.08,4.04,2.64
1274,2021-2022,Kharif,BELLARY,HADAGLI,ITTIGI,HY MAIZE,BIO-151,Truthfully Labelled,3.74,3.52,2.72
1275,2021-2022,Kharif,BELLARY,HADAGLI,ITTIGI,HY MAIZE,CP-201,Truthfully Labelled,2.32,0.88,0
1276,2021-2022,Kharif,BELLARY,HADAGLI,ITTIGI,HY MAIZE,CP-818,Truthfully Labelled,6.96,4.64,3.12
1277,2021-2022,Kharif,BELLARY,HADAGLI,ITTIGI,HY MAIZE,CP-848,Truthfully Labelled,0.4,12.24,5.36
1278,2021-2022,Kharif,BELLARY,HADAGLI,ITTIGI,HY MAIZE,CYRUS,Truthfully Labelled,0.36,1.12,0.4
1279,2021-2022,Kharif,BELLARY,HADAGLI,ITTIGI,HY MAIZE,DKC-9149IM8581,Truthfully Labelled,4.84,0.32,0
1280,2021-2022,Kharif,BELLARY,HADAGLI,ITTIGI,HY MAIZE,GK-3045,Truthfully Labelled,1.2,0.68,2.16
1281,2021-2022,Kharif,BELLARY,HADAGLI,ITTIGI,HY MAIZE,HTMH-5402,Truthfully Labelled,10.4,2.32,0.4
1282,2021-2022,Kharif,BELLARY,HADAGLI,ITTIGI,HY MAIZE,JKMH-1001,Truthfully Labelled,1.2,0.48,0.72
1283,2021-2022,Kharif,BELLARY,HADAGLI,ITTIGI,HY MAIZE,JKMH-502,Truthfully Labelled,7.56,0.76,1.2
1284,2021-2022,Kharif,BELLARY,HADAGLI,ITTIGI,HY MAIZE,KAVERI MINCHU,Truthfully Labelled,0.84,0.2,0
1285,2021-2022,Kharif,BELLARY,HADAGLI,ITTIGI,HY MAIZE,KMH-244,Truthfully Labelled,20.84,9.8,3.52
1286,2021-2022,Kharif,BELLARY,HADAGLI,ITTIGI,HY MAIZE,KMH-517 SHIMSHA,Truthfully Labelled,9.52,8.36,1.4
1287,2021-2022,Kharif,BELLARY,HADAGLI,ITTIGI,HY MAIZE,MAH-14-5,Truthfully Labelled,0.28,0,0
1288,2021-2022,Kharif,BELLARY,HADAGLI,ITTIGI,HY MAIZE,MM- 1107,Truthfully Labelled,6.4,11.4,6.56
1289,2021-2022,Kharif,BELLARY,HADAGLI,ITTIGI,HY MAIZE,NK-30,Truthfully Labelled,50,48.93,11.48
1290,2021-2022,Kharif,BELLARY,HADAGLI,ITTIGI,HY MAIZE,NK-6240,Truthfully Labelled,86.97,60.89,22.74
1291,2021-2022,Kharif,BELLARY,HADAGLI,ITTIGI,HY MAIZE,P3436,Truthfully Labelled,1,3.84,1.64
1292,2021-2022,Kharif,BELLARY,HADAGLI,ITTIGI,HY MAIZE,PAC740,Truthfully Labelled,8.56,3.48,0.56
1293,2021-2022,Kharif,BELLARY,HADAGLI,ITTIGI,HY MAIZE,PENNA-909,Truthfully Labelled,0.4,1.52,0.64
1294,2021-2022,Kharif,BELLARY,HADAGLI,ITTIGI,HY MAIZE,PMH-495,Truthfully Labelled,3.96,1.92,0.64
1295,2021-2022,Kharif,BELLARY,HADAGLI,ITTIGI,HY MAIZE,PSC-105,Truthfully Labelled,5.16,4.4,1.08
1296,2021-2022,Kharif,BELLARY,HADAGLI,ITTIGI,HY MAIZE,RAJKUMARBIO-716,Truthfully Labelled,0.16,0,0
1297,2021-2022,Kharif,BELLARY,HADAGLI,ITTIGI,HY MAIZE,S-120,Truthfully Labelled,2.72,4.32,2
1298,2021-2022,Kharif,BELLARY,HADAGLI,ITTIGI,HY MAIZE,SM-2,Truthfully Labelled,4.28,7.44,2.32
1299,2021-2022,Kharif,BELLARY,HADAGLI,ITTIGI,HY MAIZE,SM-505,Truthfully Labelled,1.6,5.24,1.76
1300,2021-2022,Kharif,BELLARY,HADAGLI,ITTIGI,HY MAIZE,TARA,Truthfully Labelled,2.4,2.04,1.16
1301,2021-2022,Kharif,BELLARY,HADAGLI,ITTIGI,HY SUNFLOWER,KBSH-1,Certified Seeds,4.18,0,0.1
