No,Financial Year Name,Season Name,District Name ,Taluk Name ,Raitha Samparka Kendra Name,Seed Name ,Seed Variety Name,Seed Class Name,GENERAL QUANTITY in Quintal,SCP QUANTITY in Quintal,TSP QUANTITY in Quintal
5333,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,BAGURU,HY MAIZE,KAVERI 25K55,Truthfully Labelled,13.52,1.08,0
5334,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,BAGURU,HY MAIZE,P3436,Truthfully Labelled,6,1.48,0
5335,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,BAGURU,PADDY,IR-64,Certified Seeds,2.75,0.75,0
5336,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,BAGURU,RAGI,GPU-28,Certified Seeds,5.3,4.9,0
5337,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,BAGURU,RAGI,GPU-66,Certified Seeds,9.52,0.65,0
5338,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,BAGURU,RAGI,KMR-301,Certified Seeds,100.2,5.1,0
5339,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,BAGURU,RAGI,ML-365,Certified Seeds,27.95,2.65,0
5340,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,BAGURU,RAGI,MR-6,Certified Seeds,16.6,0.8,0
5341,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,DANDIGANAHALLI,BLACKGRAM,T-9,Certified Seeds,0.25,0,0
5342,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,DANDIGANAHALLI,COWPEA,DC-15,Certified Seeds,37.44,1.1,0.2
5343,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,DANDIGANAHALLI,GREENGRAM,BGS-9,Certified Seeds,0.5,0.05,0
5344,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,DANDIGANAHALLI,HY MAIZE,30B07,Truthfully Labelled,51.04,1.64,1
5345,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,DANDIGANAHALLI,HY MAIZE,CP-818,Truthfully Labelled,4.4,0.32,0.08
5346,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,DANDIGANAHALLI,HY MAIZE,GK-3018,Truthfully Labelled,20.8,0.64,0.32
5347,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,DANDIGANAHALLI,HY MAIZE,GK-3059,Truthfully Labelled,18.68,0.56,0.16
5348,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,DANDIGANAHALLI,HY MAIZE,GK-3164,Truthfully Labelled,0.16,0,0
5349,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,DANDIGANAHALLI,HY MAIZE,KAVERI 25K55,Truthfully Labelled,16.96,0.92,0.52
5350,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,DANDIGANAHALLI,HY MAIZE,P3436,Truthfully Labelled,32.44,1.24,0.84
5351,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,DANDIGANAHALLI,PADDY,BR-2655,Certified Seeds,11,0,0
5352,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,DANDIGANAHALLI,PADDY,IR-64,Certified Seeds,3,0.75,0
5353,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,DANDIGANAHALLI,PADDY,RNR-15048,Certified Seeds,1,0.5,0
5354,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,DANDIGANAHALLI,PADDY,THANU,Certified Seeds,23.75,1.25,0
5355,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,DANDIGANAHALLI,RAGI,GPU-66,Certified Seeds,9.59,0.4,0.2
5356,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,DANDIGANAHALLI,RAGI,KMR-301,Certified Seeds,9.9,0.3,0
5357,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,DANDIGANAHALLI,RAGI,ML-365,Certified Seeds,48.45,1.3,0.25
5358,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,HIREESAVE,BLACKGRAM,T-9,Certified Seeds,0.7,0.15,0
5359,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,HIREESAVE,COWPEA,DC-15,Certified Seeds,18.85,1.6,0.5
5360,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,HIREESAVE,GREENGRAM,BGS-9,Certified Seeds,2,0.6,0.2
5361,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,HIREESAVE,GROUNDNUT PODS,G-2-52,Certified Seeds,1.5,0.6,0
5362,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,HIREESAVE,HY MAIZE,30B07,Truthfully Labelled,4.32,0.68,0
5363,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,HIREESAVE,HY MAIZE,CP-201,Truthfully Labelled,2.32,0.16,0
5364,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,HIREESAVE,HY MAIZE,CP-818,Truthfully Labelled,1.88,0.2,0
5365,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,HIREESAVE,HY MAIZE,GK-3018,Truthfully Labelled,4.64,0.36,0
5366,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,HIREESAVE,HY MAIZE,GK-3059,Truthfully Labelled,2.56,0.24,0.12
5367,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,HIREESAVE,HY MAIZE,GK-3164,Truthfully Labelled,2.2,0.12,0
5368,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,HIREESAVE,HY MAIZE,KAVERI 25K55,Truthfully Labelled,1.32,0.28,0
5369,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,HIREESAVE,HY MAIZE,P3436,Truthfully Labelled,4.44,0.4,0.08
5370,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,HIREESAVE,PADDY,THANU,Certified Seeds,1.25,0,0
5371,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,HIREESAVE,RAGI,GPU-28,Certified Seeds,13.35,1.65,0
5372,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,HIREESAVE,RAGI,GPU-66,Certified Seeds,4.9,0.5,0
5373,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,HIREESAVE,RAGI,KMR-301,Certified Seeds,48.75,1.65,0
5374,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,HIREESAVE,RAGI,ML-365,Certified Seeds,21.1,2.35,0
5375,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,HIREESAVE,RAGI,MR-6,Certified Seeds,94.45,4.05,0.3
5376,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,KASABA,COWPEA,DC-15,Certified Seeds,10.5,0.45,0
5377,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,KASABA,GREENGRAM,BGS-9,Certified Seeds,1.1,0,0
5378,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,KASABA,HY MAIZE,30B07,Truthfully Labelled,19.36,0.59,0
5379,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,KASABA,HY MAIZE,CP-201,Truthfully Labelled,0.76,0,0
5380,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,KASABA,HY MAIZE,CP-818,Truthfully Labelled,1,0,0
5381,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,KASABA,HY MAIZE,GK-3018,Truthfully Labelled,9.2,0.08,0.16
5382,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,KASABA,HY MAIZE,GK-3059,Truthfully Labelled,3.6,0.2,0.12
5383,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,KASABA,HY MAIZE,GK-3164,Truthfully Labelled,8.36,0.68,0
5384,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,KASABA,HY MAIZE,KAVERI 25K55,Truthfully Labelled,7.76,0.48,0.04
5385,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,KASABA,HY MAIZE,P3436,Truthfully Labelled,2.64,0,0
5386,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,KASABA,HY MAIZE,RAJKUMARBIO-716,Truthfully Labelled,1.68,0,0
5387,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,KASABA,PADDY,BR-2655,Certified Seeds,16.25,0,0
5388,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,KASABA,PADDY,IR-64,Certified Seeds,37.38,2.13,0.25
5389,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,KASABA,PADDY,JGL-1798,Certified Seeds,4.75,0.25,0
5390,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,KASABA,PADDY,RNR-15048,Certified Seeds,36.5,2.25,0
5391,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,KASABA,PADDY,THANU,Certified Seeds,31.25,0.25,0
5392,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,KASABA,RAGI,ML-365,Certified Seeds,39.8,2.25,0.2
5393,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,KASABA,RAGI,MR-6,Certified Seeds,28.55,1.85,0
5394,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,NUGGEHALLI,BLACKGRAM,T-9,Certified Seeds,0.85,0.3,0.05
5395,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,NUGGEHALLI,COWPEA,DC-15,Certified Seeds,20.8,5.15,0.25
5396,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,NUGGEHALLI,GREENGRAM,BGS-9,Certified Seeds,3.85,0.95,0
5397,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,NUGGEHALLI,HY MAIZE,30B07,Truthfully Labelled,18.44,2.08,0.16
5398,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,NUGGEHALLI,HY MAIZE,GK-3018,Truthfully Labelled,18.08,1.88,0.28
5399,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,NUGGEHALLI,HY MAIZE,GK-3059,Truthfully Labelled,5.72,0.36,0.12
5400,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,NUGGEHALLI,HY MAIZE,P3436,Truthfully Labelled,9.16,0.92,0
5401,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,NUGGEHALLI,RAGI,GPU-66,Certified Seeds,21.7,3.15,0.15
5402,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,NUGGEHALLI,RAGI,KMR-301,Certified Seeds,126.05,19.35,1
5403,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,NUGGEHALLI,RAGI,ML-365,Certified Seeds,21.1,2.6,0.75
5404,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,NUGGEHALLI,RAGI,MR-6,Certified Seeds,15.1,2.3,0
5405,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,SHRAVANABELAGOLA,BLACKGRAM,T-9,Certified Seeds,0.4,0,0
5406,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,SHRAVANABELAGOLA,COWPEA,DC-15,Certified Seeds,4.25,0.1,0
5407,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,SHRAVANABELAGOLA,GREENGRAM,BGS-9,Certified Seeds,0.1,0,0
5408,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,SHRAVANABELAGOLA,HY MAIZE,30B07,Truthfully Labelled,12.24,0.28,0
5409,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,SHRAVANABELAGOLA,HY MAIZE,CP-201,Truthfully Labelled,6.96,0,0
5410,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,SHRAVANABELAGOLA,HY MAIZE,CP-818,Truthfully Labelled,6.36,0,0.04
5411,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,SHRAVANABELAGOLA,HY MAIZE,GK-3015,Truthfully Labelled,20.64,0.52,0
5412,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,SHRAVANABELAGOLA,HY MAIZE,GK-3018,Truthfully Labelled,18.24,0.6,0
5413,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,SHRAVANABELAGOLA,HY MAIZE,GK-3164,Truthfully Labelled,7.72,0.04,0
5414,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,SHRAVANABELAGOLA,HY MAIZE,KAVERI 25K55,Truthfully Labelled,5.56,0.12,0
5415,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,SHRAVANABELAGOLA,HY MAIZE,P3436,Truthfully Labelled,10.8,0.52,0
5416,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,SHRAVANABELAGOLA,PADDY,BR-2655,Certified Seeds,8,0.5,0
5417,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,SHRAVANABELAGOLA,PADDY,IR-64,Certified Seeds,7.5,0.25,0
5418,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,SHRAVANABELAGOLA,PADDY,JGL-1798,Certified Seeds,2.5,0,0
5419,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,SHRAVANABELAGOLA,PADDY,RNR-15048,Certified Seeds,2.25,0.25,0
5420,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,SHRAVANABELAGOLA,PADDY,THANU,Certified Seeds,5.75,0.75,0
5421,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,SHRAVANABELAGOLA,RAGI,GPU-28,Certified Seeds,5.8,0.1,0
5422,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,SHRAVANABELAGOLA,RAGI,GPU-66,Certified Seeds,4.6,0.15,0
5423,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,SHRAVANABELAGOLA,RAGI,KMR-204,Certified Seeds,9.7,0.35,0
5424,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,SHRAVANABELAGOLA,RAGI,KMR-301,Certified Seeds,13.6,1.2,0
5425,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,SHRAVANABELAGOLA,RAGI,ML-365,Certified Seeds,25.85,3.8,0.1
5426,2021-2022,Kharif,HASSAN,CHANRAYAPATNA,SHRAVANABELAGOLA,RAGI,MR-6,Certified Seeds,9.85,0.35,0
5427,2021-2022,Kharif,HASSAN,HASSAN,DUDDA,COWPEA,DC-15,Certified Seeds,25.38,2.5,0.1
5428,2021-2022,Kharif,HASSAN,HASSAN,DUDDA,GREENGRAM,BGS-9,Certified Seeds,0.2,0.03,0
5429,2021-2022,Kharif,HASSAN,HASSAN,DUDDA,HY MAIZE,30B07,Truthfully Labelled,69.12,2.64,0.52
5430,2021-2022,Kharif,HASSAN,HASSAN,DUDDA,HY MAIZE,GK-3059,Truthfully Labelled,90.52,7.16,0.4
5431,2021-2022,Kharif,HASSAN,HASSAN,DUDDA,HY MAIZE,GK-3164,Truthfully Labelled,74.49,4.32,0.08
5432,2021-2022,Kharif,HASSAN,HASSAN,DUDDA,HY MAIZE,KAVERI 25K55,Truthfully Labelled,1.84,0.12,0
5433,2021-2022,Kharif,HASSAN,HASSAN,DUDDA,RAGI,GPU-28,Certified Seeds,12.95,2.05,0
5434,2021-2022,Kharif,HASSAN,HASSAN,DUDDA,RAGI,KMR-301,Certified Seeds,62.86,6.05,0.1
5435,2021-2022,Kharif,HASSAN,HASSAN,DUDDA,RAGI,ML-365,Certified Seeds,14.7,0.7,0.15
5436,2021-2022,Kharif,HASSAN,HASSAN,KASABA,COWPEA,DC-15,Certified Seeds,3.1,0.6,0
5437,2021-2022,Kharif,HASSAN,HASSAN,KASABA,HY MAIZE,30B07,Truthfully Labelled,16.56,1,0
5438,2021-2022,Kharif,HASSAN,HASSAN,KASABA,HY MAIZE,CP-818,Truthfully Labelled,1.28,0.08,0
5439,2021-2022,Kharif,HASSAN,HASSAN,KASABA,HY MAIZE,GK-3059,Truthfully Labelled,20.68,0.84,0
5440,2021-2022,Kharif,HASSAN,HASSAN,KASABA,HY MAIZE,GK-3164,Truthfully Labelled,10.92,0.12,0
5441,2021-2022,Kharif,HASSAN,HASSAN,KASABA,HY MAIZE,KAVERI 25K55,Truthfully Labelled,0.2,0,0
5442,2021-2022,Kharif,HASSAN,HASSAN,KASABA,HY MAIZE,NMH-007 BOND,Truthfully Labelled,1.56,0,0
5443,2021-2022,Kharif,HASSAN,HASSAN,KASABA,PADDY,BR-2655,Certified Seeds,2,0.25,0
5444,2021-2022,Kharif,HASSAN,HASSAN,KASABA,PADDY,IR-64,Certified Seeds,15.75,0.25,0
5445,2021-2022,Kharif,HASSAN,HASSAN,KASABA,PADDY,JGL-1798,Certified Seeds,10,0,0
5446,2021-2022,Kharif,HASSAN,HASSAN,KASABA,PADDY,RNR-15048,Certified Seeds,85,1.5,0
5447,2021-2022,Kharif,HASSAN,HASSAN,KASABA,PADDY,THANU,Certified Seeds,5.5,0,0
5448,2021-2022,Kharif,HASSAN,HASSAN,KASABA,RAGI,GPU-28,Certified Seeds,9.95,0.25,0
5449,2021-2022,Kharif,HASSAN,HASSAN,KASABA,RAGI,GPU-66,Certified Seeds,5.2,0.2,0
5450,2021-2022,Kharif,HASSAN,HASSAN,KASABA,RAGI,KMR-301,Certified Seeds,37,2.6,0
5451,2021-2022,Kharif,HASSAN,HASSAN,KASABA,RAGI,ML-365,Certified Seeds,19.2,2.7,0
5452,2021-2022,Kharif,HASSAN,HASSAN,KATTAYA,COWPEA,DC-15,Certified Seeds,3.5,0.6,0
5453,2021-2022,Kharif,HASSAN,HASSAN,KATTAYA,HY MAIZE,30B07,Truthfully Labelled,2.56,0.64,0
5454,2021-2022,Kharif,HASSAN,HASSAN,KATTAYA,HY MAIZE,CP-201,Truthfully Labelled,0.24,0,0
5455,2021-2022,Kharif,HASSAN,HASSAN,KATTAYA,HY MAIZE,CP-818,Truthfully Labelled,0.52,0.08,0
5456,2021-2022,Kharif,HASSAN,HASSAN,KATTAYA,HY MAIZE,GK-3059,Truthfully Labelled,0.6,0.16,0
5457,2021-2022,Kharif,HASSAN,HASSAN,KATTAYA,HY MAIZE,GK-3164,Truthfully Labelled,1.68,0.64,0
5458,2021-2022,Kharif,HASSAN,HASSAN,KATTAYA,HY MAIZE,KAVERI 25K55,Truthfully Labelled,0.12,0,0
5459,2021-2022,Kharif,HASSAN,HASSAN,KATTAYA,HY MAIZE,NMH-007 BOND,Truthfully Labelled,0.04,0,0
5460,2021-2022,Kharif,HASSAN,HASSAN,KATTAYA,PADDY,BR-2655,Certified Seeds,28.75,2.5,0
5461,2021-2022,Kharif,HASSAN,HASSAN,KATTAYA,PADDY,IR-64,Certified Seeds,8.75,1.25,0
5462,2021-2022,Kharif,HASSAN,HASSAN,KATTAYA,PADDY,RNR-15048,Certified Seeds,67,8.75,0
5463,2021-2022,Kharif,HASSAN,HASSAN,KATTAYA,PADDY,THANU,Certified Seeds,17.25,1,0
5464,2021-2022,Kharif,HASSAN,HASSAN,KATTAYA,RAGI,GPU-66,Certified Seeds,3.35,1.45,0
5465,2021-2022,Kharif,HASSAN,HASSAN,KATTAYA,RAGI,ML-365,Certified Seeds,7.35,0.9,0
5466,2021-2022,Kharif,HASSAN,HASSAN,SALAGAME,COWPEA,DC-15,Certified Seeds,2.55,2.4,1
5467,2021-2022,Kharif,HASSAN,HASSAN,SALAGAME,HY MAIZE,30B07,Truthfully Labelled,17.88,7.76,2.52
5468,2021-2022,Kharif,HASSAN,HASSAN,SALAGAME,HY MAIZE,CP-818,Truthfully Labelled,0.4,0.24,0
5469,2021-2022,Kharif,HASSAN,HASSAN,SALAGAME,HY MAIZE,GK-3059,Truthfully Labelled,27.08,13.04,2.76
5470,2021-2022,Kharif,HASSAN,HASSAN,SALAGAME,HY MAIZE,GK-3164,Truthfully Labelled,3.72,2.8,1.08
5471,2021-2022,Kharif,HASSAN,HASSAN,SALAGAME,HY MAIZE,KAVERI 25K55,Truthfully Labelled,2.88,1.12,0.8
5472,2021-2022,Kharif,HASSAN,HASSAN,SALAGAME,HY MAIZE,NMH-007 BOND,Truthfully Labelled,1.4,0.72,0.16
5473,2021-2022,Kharif,HASSAN,HASSAN,SALAGAME,PADDY,IR-64,Certified Seeds,2.75,0.75,0
5474,2021-2022,Kharif,HASSAN,HASSAN,SALAGAME,PADDY,RNR-15048,Certified Seeds,6,3.25,0
5475,2021-2022,Kharif,HASSAN,HASSAN,SALAGAME,RAGI,KMR-301,Certified Seeds,9.2,6.6,5.2
5476,2021-2022,Kharif,HASSAN,HASSAN,SALAGAME,REDGRAM,BRG-2,Certified Seeds,0.13,0.38,0.03
5477,2021-2022,Kharif,HASSAN,HASSAN,SHANTIGRAMA,COWPEA,DC-15,Certified Seeds,11.65,1.45,0
5478,2021-2022,Kharif,HASSAN,HASSAN,SHANTIGRAMA,HY MAIZE,30B07,Truthfully Labelled,31.4,1.56,0.96
5479,2021-2022,Kharif,HASSAN,HASSAN,SHANTIGRAMA,HY MAIZE,CP-818,Truthfully Labelled,18.76,0.48,0.08
5480,2021-2022,Kharif,HASSAN,HASSAN,SHANTIGRAMA,HY MAIZE,GK-3059,Truthfully Labelled,71,2.92,0.52
5481,2021-2022,Kharif,HASSAN,HASSAN,SHANTIGRAMA,HY MAIZE,GK-3164,Truthfully Labelled,18,1.32,0.16
5482,2021-2022,Kharif,HASSAN,HASSAN,SHANTIGRAMA,HY MAIZE,KAVERI 25K55,Truthfully Labelled,4.32,0.68,0
5483,2021-2022,Kharif,HASSAN,HASSAN,SHANTIGRAMA,HY MAIZE,RAJKUMARBIO-716,Truthfully Labelled,0.76,0,0
5484,2021-2022,Kharif,HASSAN,HASSAN,SHANTIGRAMA,PADDY,BR-2655,Certified Seeds,10,0,0
5485,2021-2022,Kharif,HASSAN,HASSAN,SHANTIGRAMA,PADDY,RNR-15048,Certified Seeds,19,1,0
5486,2021-2022,Kharif,HASSAN,HASSAN,SHANTIGRAMA,PADDY,THANU,Certified Seeds,3.25,0,0
5487,2021-2022,Kharif,HASSAN,HASSAN,SHANTIGRAMA,RAGI,GPU-28,Certified Seeds,11.4,0.4,0.2
5488,2021-2022,Kharif,HASSAN,HASSAN,SHANTIGRAMA,RAGI,GPU-66,Certified Seeds,18.5,0.4,0
5489,2021-2022,Kharif,HASSAN,HASSAN,SHANTIGRAMA,RAGI,KMR-204,Certified Seeds,10.1,0.15,0
5490,2021-2022,Kharif,HASSAN,HASSAN,SHANTIGRAMA,RAGI,KMR-301,Certified Seeds,48.85,4.65,1.05
5491,2021-2022,Kharif,HASSAN,HASSAN,SHANTIGRAMA,RAGI,ML-365,Certified Seeds,5.1,0.85,0.05
5492,2021-2022,Kharif,HASSAN,HOLENARASIPURA,HALEKOTE,BLACKGRAM,T-9,Certified Seeds,0.7,0.45,0
5493,2021-2022,Kharif,HASSAN,HOLENARASIPURA,HALEKOTE,COWPEA,DC-15,Certified Seeds,9.15,2.6,0
5494,2021-2022,Kharif,HASSAN,HOLENARASIPURA,HALEKOTE,HY MAIZE,30B07,Truthfully Labelled,11.92,1.84,0.24
5495,2021-2022,Kharif,HASSAN,HOLENARASIPURA,HALEKOTE,HY MAIZE,CP-818,Truthfully Labelled,15.72,6.4,0.12
5496,2021-2022,Kharif,HASSAN,HOLENARASIPURA,HALEKOTE,HY MAIZE,GK-3018,Truthfully Labelled,0.16,0.56,0
5497,2021-2022,Kharif,HASSAN,HOLENARASIPURA,HALEKOTE,HY MAIZE,GK-3059,Truthfully Labelled,26.8,7.56,0.28
5498,2021-2022,Kharif,HASSAN,HOLENARASIPURA,HALEKOTE,HY MAIZE,GK-3164,Truthfully Labelled,7.36,1.08,0
5499,2021-2022,Kharif,HASSAN,HOLENARASIPURA,HALEKOTE,HY MAIZE,KAVERI 25K55,Truthfully Labelled,0.92,0,0
5500,2021-2022,Kharif,HASSAN,HOLENARASIPURA,HALEKOTE,HY MAIZE,RAJKUMARBIO-716,Truthfully Labelled,0.12,0,0
5501,2021-2022,Kharif,HASSAN,HOLENARASIPURA,HALEKOTE,HY PADDY,VNR-2233,Truthfully Labelled,0.81,0.24,0
5502,2021-2022,Kharif,HASSAN,HOLENARASIPURA,HALEKOTE,PADDY,BR-2655,Certified Seeds,24,13,1.25
5503,2021-2022,Kharif,HASSAN,HOLENARASIPURA,HALEKOTE,PADDY,IR-64,Certified Seeds,2.25,0.25,0
5504,2021-2022,Kharif,HASSAN,HOLENARASIPURA,HALEKOTE,PADDY,JGL-1798,Certified Seeds,2.75,2,0
5505,2021-2022,Kharif,HASSAN,HOLENARASIPURA,HALEKOTE,PADDY,RNR-15048,Certified Seeds,7,0.75,0
5506,2021-2022,Kharif,HASSAN,HOLENARASIPURA,HALEKOTE,PADDY,THANU,Certified Seeds,8,2,0
5507,2021-2022,Kharif,HASSAN,HOLENARASIPURA,HALEKOTE,RAGI,GPU-66,Certified Seeds,3.2,2.2,0
5508,2021-2022,Kharif,HASSAN,HOLENARASIPURA,HALEKOTE,RAGI,KMR-301,Certified Seeds,11,3.65,0.05
5509,2021-2022,Kharif,HASSAN,HOLENARASIPURA,HALEKOTE,RAGI,ML-365,Certified Seeds,5.4,0,0.45
5510,2021-2022,Kharif,HASSAN,HOLENARASIPURA,HALLIMAISURU,BLACKGRAM,T-9,Certified Seeds,1.45,0.15,0
5511,2021-2022,Kharif,HASSAN,HOLENARASIPURA,HALLIMAISURU,COWPEA,DC-15,Certified Seeds,23.2,1.65,0.8
5512,2021-2022,Kharif,HASSAN,HOLENARASIPURA,HALLIMAISURU,HY MAIZE,30B07,Truthfully Labelled,9.92,1.4,0.08
5513,2021-2022,Kharif,HASSAN,HOLENARASIPURA,HALLIMAISURU,HY MAIZE,GK-3059,Truthfully Labelled,51.36,11.52,0.24
5514,2021-2022,Kharif,HASSAN,HOLENARASIPURA,HALLIMAISURU,HY MAIZE,GK-3164,Truthfully Labelled,0.12,0,0
5515,2021-2022,Kharif,HASSAN,HOLENARASIPURA,HALLIMAISURU,HY MAIZE,KAVERI 25K55,Truthfully Labelled,8.52,0.68,0
5516,2021-2022,Kharif,HASSAN,HOLENARASIPURA,HALLIMAISURU,HY MAIZE,RAJKUMARBIO-716,Truthfully Labelled,1.04,0,0
5517,2021-2022,Kharif,HASSAN,HOLENARASIPURA,HALLIMAISURU,HY PADDY,VNR-2233,Truthfully Labelled,22.11,1.2,0.06
5518,2021-2022,Kharif,HASSAN,HOLENARASIPURA,HALLIMAISURU,PADDY,BR-2655,Certified Seeds,208.25,21.75,2.25
5519,2021-2022,Kharif,HASSAN,HOLENARASIPURA,HALLIMAISURU,PADDY,INTAN,Certified Seeds,3,0,0
5520,2021-2022,Kharif,HASSAN,HOLENARASIPURA,HALLIMAISURU,PADDY,IR-64,Certified Seeds,58.88,3.88,1
5521,2021-2022,Kharif,HASSAN,HOLENARASIPURA,HALLIMAISURU,PADDY,RNR-15048,Certified Seeds,68,9,2.25
5522,2021-2022,Kharif,HASSAN,HOLENARASIPURA,HALLIMAISURU,PADDY,THANU,Certified Seeds,26,3,1
5523,2021-2022,Kharif,HASSAN,HOLENARASIPURA,HALLIMAISURU,RAGI,GPU-66,Certified Seeds,8.9,1.6,0.3
5524,2021-2022,Kharif,HASSAN,HOLENARASIPURA,HALLIMAISURU,RAGI,KMR-301,Certified Seeds,27.05,3.55,0
5525,2021-2022,Kharif,HASSAN,HOLENARASIPURA,HALLIMAISURU,RAGI,ML-365,Certified Seeds,9.6,0.6,0.6
5526,2021-2022,Kharif,HASSAN,HOLENARASIPURA,KASABA,BLACKGRAM,T-9,Certified Seeds,1.8,0,0
5527,2021-2022,Kharif,HASSAN,HOLENARASIPURA,KASABA,COWPEA,DC-15,Certified Seeds,6,1.4,0
5528,2021-2022,Kharif,HASSAN,HOLENARASIPURA,KASABA,HY MAIZE,30B07,Truthfully Labelled,11.56,0.84,0.16
5529,2021-2022,Kharif,HASSAN,HOLENARASIPURA,KASABA,HY MAIZE,CP-818,Truthfully Labelled,7.12,0.64,0
5530,2021-2022,Kharif,HASSAN,HOLENARASIPURA,KASABA,HY MAIZE,GK-3018,Truthfully Labelled,7.36,2.52,0
